      551        -    26483        -      155        -  -0.0148    
      552        -    26483        -      155        -  -0.0138    
      553        -    26482        -      155        -  -0.0148    
      554        -    26482        -      155        -  -0.0138    
      555        -    26481        -      155        -  -0.0147    
      556        -    26481        -      155        -  -0.0137    
      557        -    26480        -      155        -  -0.0147    
      558        -    26480        -      155        -  -0.0137    
      559        -    26479        -      155        -  -0.0147    
      560        -    26479        -      156        -  -0.0137    
      561        -    26478        -      156        -  -0.0147    
      562        -    26478        -      156        -  -0.0137    
      563        -    26477        -      156        -  -0.0147    
      564        -    26477        -      156        -  -0.0137    
      565        -    26476        -      156        -  -0.0147    
      566        -    26476        -      156        -  -0.0137    
      567        -    26475        -      156        -  -0.0147    
      568        -    26475        -      156        -  -0.0137    
      569        -    26474        -      157        -  -0.0147    
      570        -    26474        -      157        -  -0.0137    
      571        -    26473        -      157        -  -0.0147    
      572        -    26473        -      157        -  -0.0137    
      573        -    26472        -      157        -  -0.0147    
      574        -    26472        -      157        -  -0.0137    
      575        -    26472        -      157        -  -0.0116    
      576        -    26471        -      157        -  -0.0122    
      577        -    26471        -      157        -  -0.0113    
      578        -    26470        -      158        -  -0.0126    
      579        -    26470        -      158        -  -0.0119    
      580        -    26469        -      158        -  -0.0133    
      581        -    26469        -      158        -  -0.0127    
      582        -    26468        -      158        -  -0.0140    
      583        -    26468        -      158        -  -0.0133    
      584        -    26467        -      158        -  -0.0145    
      585        -    26467        -      158        -  -0.0136    
      586        -    26466        -      158        -  -0.0147    
      587        -    26466        -      159        -  -0.0137    
      588        -    26465        -      159        -  -0.0147    
      589        -    26465        -      159        -  -0.0137    
      590        -    26464        -      159        -  -0.0147    
      591        -    26464        -      159        -  -0.0137    
      592        -    26463        -      159        -  -0.0147    
      593        -    26463        -      159        -  -0.0137    
      594        -    26462        -      159        -  -0.0147    
      595        -    26462        -      159        -  -0.0137    
      596        -    26461        -      160        -  -0.0147    
      597        -    26461        -      160        -  -0.0137    
      598        -    26460        -      160        -  -0.0147    
      599        -    26460        -      160        -  -0.0137    
      600        -    26459        -      160        -  -0.0147    
      601        -    26459        -      160        -  -0.0137    
      602        -    26458        -      160        -  -0.0147    
